[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25366 current_hp=95986.0 current_mp=514.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25060 current_hp=99367.0 current_mp=545.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25038 current_hp=116581.0 current_mp=668.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25095 current_hp=121941.0 current_mp=699.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25127 current_hp=198734.0 current_mp=545.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25280 current_hp=1248928.0 current_mp=1975.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25426 current_hp=103092.0 current_mp=575.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=29062 current_hp=275385.0 current_mp=4553.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25357 current_hp=90169.0 current_mp=455.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25149 current_hp=103092.0 current_mp=575.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25166 current_hp=134813.0 current_mp=575.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25352 current_hp=127782.0 current_mp=731.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25354 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=29001 current_hp=229898.0 current_mp=667.0
[05.08.24 05:24:14] RaidBossSpawnManager onBossSpawned npc=25146 current_hp=90169.0 current_mp=455.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=29054 current_hp=1352750.0 current_mp=9037.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25527 current_hp=1608553.0 current_mp=451.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25375 current_hp=87696.0 current_mp=426.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25373 current_hp=90169.0 current_mp=455.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25041 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25170 current_hp=195371.0 current_mp=994.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25023 current_hp=208019.0 current_mp=860.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25392 current_hp=141034.0 current_mp=795.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25273 current_hp=507285.0 current_mp=1660.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=29006 current_hp=622493.0 current_mp=3793.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25395 current_hp=288415.0 current_mp=1355.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25128 current_hp=148507.0 current_mp=827.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25360 current_hp=107186.0 current_mp=606.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25019 current_hp=206185.0 current_mp=575.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25398 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25501 current_hp=127782.0 current_mp=731.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25099 current_hp=273375.0 current_mp=1296.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25418 current_hp=273375.0 current_mp=1296.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25420 current_hp=335987.0 current_mp=1537.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=29014 current_hp=622493.0 current_mp=3793.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25388 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25391 current_hp=297015.0 current_mp=827.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25272 current_hp=233163.0 current_mp=668.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25079 current_hp=168366.0 current_mp=731.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25152 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25385 current_hp=174646.0 current_mp=927.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25118 current_hp=330579.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25223 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25383 current_hp=156584.0 current_mp=860.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25404 current_hp=148507.0 current_mp=827.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25277 current_hp=507285.0 current_mp=1660.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=29022 current_hp=858518.0 current_mp=399600.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25029 current_hp=578190.0 current_mp=1847.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25182 current_hp=512194.0 current_mp=2235.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25259 current_hp=1248928.0 current_mp=1975.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25481 current_hp=418874.0 current_mp=1847.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25484 current_hp=369009.0 current_mp=1660.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25372 current_hp=175392.0 current_mp=426.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25512 current_hp=804638.0 current_mp=1784.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25509 current_hp=418874.0 current_mp=1847.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25325 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25322 current_hp=834231.0 current_mp=2707.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25514 current_hp=714778.0 current_mp=3718.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25131 current_hp=369009.0 current_mp=1660.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25122 current_hp=467209.0 current_mp=2039.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25067 current_hp=554640.0 current_mp=1784.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25088 current_hp=702418.0 current_mp=1237.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25431 current_hp=273375.0 current_mp=1296.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25260 current_hp=392985.0 current_mp=1355.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25026 current_hp=352421.0 current_mp=1598.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25158 current_hp=920790.0 current_mp=1537.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25437 current_hp=576831.0 current_mp=1355.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25230 current_hp=482650.0 current_mp=2104.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25085 current_hp=371721.0 current_mp=1296.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25155 current_hp=294846.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25064 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25134 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25176 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25412 current_hp=319791.0 current_mp=1476.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25217 current_hp=369009.0 current_mp=1660.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25410 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25020 current_hp=156584.0 current_mp=860.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25173 current_hp=288415.0 current_mp=1355.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25082 current_hp=206753.0 current_mp=1028.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25487 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25211 current_hp=174646.0 current_mp=927.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25188 current_hp=255564.0 current_mp=731.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25185 current_hp=165289.0 current_mp=893.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25208 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25189 current_hp=156584.0 current_mp=860.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25490 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:15] RaidBossSpawnManager onBossSpawned npc=25115 current_hp=294846.0 current_mp=1062.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25493 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25496 current_hp=402319.0 current_mp=1784.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25016 current_hp=730956.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25032 current_hp=690320.0 current_mp=2169.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25506 current_hp=184670.0 current_mp=960.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25504 current_hp=206753.0 current_mp=1028.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29096 current_hp=1144519.0 current_mp=4553.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25312 current_hp=773553.0 current_mp=4183.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25315 current_hp=1639965.0 current_mp=4553.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25309 current_hp=714778.0 current_mp=3718.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25235 current_hp=912634.0 current_mp=3130.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25226 current_hp=768537.0 current_mp=2435.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25051 current_hp=818959.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25434 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25248 current_hp=1825269.0 current_mp=3130.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25269 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25444 current_hp=588136.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25220 current_hp=924022.0 current_mp=3202.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25447 current_hp=645953.0 current_mp=3058.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25092 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25054 current_hp=945900.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25126 current_hp=1974940.0 current_mp=3643.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25143 current_hp=977229.0 current_mp=3568.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25450 current_hp=987470.0 current_mp=3643.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25044 current_hp=319791.0 current_mp=1476.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25047 current_hp=352421.0 current_mp=1598.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25050 current_hp=771340.0 current_mp=1722.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25423 current_hp=539706.0 current_mp=2368.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25159 current_hp=435256.0 current_mp=1911.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25119 current_hp=507285.0 current_mp=1660.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25070 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25010 current_hp=624464.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25163 current_hp=1777317.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25007 current_hp=331522.0 current_mp=1178.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25102 current_hp=576831.0 current_mp=1355.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25441 current_hp=288415.0 current_mp=1355.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25438 current_hp=273375.0 current_mp=1296.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25234 current_hp=1052436.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25407 current_hp=526218.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25401 current_hp=141034.0 current_mp=795.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25137 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25112 current_hp=127782.0 current_mp=731.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25098 current_hp=330579.0 current_mp=893.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25415 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25198 current_hp=1777317.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25199 current_hp=912634.0 current_mp=3130.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25202 current_hp=935092.0 current_mp=3274.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25205 current_hp=956490.0 current_mp=3420.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25498 current_hp=288415.0 current_mp=1355.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25057 current_hp=288415.0 current_mp=1355.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25192 current_hp=258849.0 current_mp=1237.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25214 current_hp=218810.0 current_mp=1062.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25394 current_hp=390743.0 current_mp=994.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25293 current_hp=977229.0 current_mp=3568.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25302 current_hp=773553.0 current_mp=4183.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25305 current_hp=1639965.0 current_mp=4553.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25299 current_hp=714778.0 current_mp=3718.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29095 current_hp=2289038.0 current_mp=4553.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25263 current_hp=848789.0 current_mp=2777.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25276 current_hp=1891801.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25229 current_hp=1891801.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25249 current_hp=945900.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25453 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25524 current_hp=956490.0 current_mp=3420.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25103 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25456 current_hp=352421.0 current_mp=1598.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25460 current_hp=385670.0 current_mp=1722.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25238 current_hp=512194.0 current_mp=2235.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25281 current_hp=1777317.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25073 current_hp=875948.0 current_mp=2917.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25109 current_hp=935092.0 current_mp=3274.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25429 current_hp=103092.0 current_mp=575.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29030 current_hp=248915.0 current_mp=3679.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29033 current_hp=251976.0 current_mp=3792.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29036 current_hp=509794.0 current_mp=3906.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29037 current_hp=257674.0 current_mp=4022.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=29040 current_hp=520605.0 current_mp=4140.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25319 current_hp=1100996.0 current_mp=4304.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25523 current_hp=1848045.0 current_mp=3202.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25106 current_hp=526218.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25233 current_hp=1256671.0 current_mp=2917.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25255 current_hp=1637918.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25282 current_hp=1891801.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25478 current_hp=588136.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25013 current_hp=507285.0 current_mp=1660.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25473 current_hp=402319.0 current_mp=1784.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25475 current_hp=451391.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25035 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25252 current_hp=888658.0 current_mp=2987.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25266 current_hp=945900.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25179 current_hp=526218.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25245 current_hp=977229.0 current_mp=3568.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25244 current_hp=1891801.0 current_mp=3347.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25162 current_hp=1461912.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25140 current_hp=818959.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25256 current_hp=526218.0 current_mp=2301.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25470 current_hp=598898.0 current_mp=2707.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25467 current_hp=576851.0 current_mp=2570.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25125 current_hp=1637918.0 current_mp=2639.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25089 current_hp=512194.0 current_mp=2235.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25241 current_hp=624464.0 current_mp=1975.0
[05.08.24 05:24:16] RaidBossSpawnManager onBossSpawned npc=25463 current_hp=467209.0 current_mp=2039.0
[05.08.24 05:34:50] RaidBossSpawnManager AddSpawn npc=25357 respawnDelay=3600 respawnDelayRandom=900 respawnCron=null respawn_delay=1722814441
